real_name,constraint,obs
0,-1.4999056799999999079,5.5360348400000001234
1,-1.4997244300000001083,5.5112202899999997996
2,-1.5003610800000000136,5.5352362199999998182
3,-1.4999105399999999033,5.5152612200000001863
4,-1.499973769999999984,5.5193112400000003959
5,-1.5000273600000000318,5.553848379999999807
6,-1.4992522699999999425,5.4942935899999998384
7,-1.5005127000000000326,5.5348122299999999996
8,-1.4989306200000001024,5.4605785100000003851
9,-1.4993058699999999295,5.482191620000000043
10,-1.499988169999999954,5.5105809499999995893
11,-1.500201349999999989,5.517928460000000257
12,-1.4993456000000000561,5.4778585800000003658
13,-1.4997884100000000718,5.5002130400000002197
14,-1.5005732199999999299,5.5486164100000001653
15,-1.4992193199999999109,5.47263523999999979
16,-1.5015392400000000528,5.5969769500000001727
17,-1.5012444199999999128,5.5674119199999996255
18,-1.4992222500000000895,5.4776707499999996998
19,-1.4997051999999999605,5.4959516800000001169
base,-1.5000620700000000252,5.5147862899999999797
