real_name,constraint,obs
cand_2_sv:-0.349  ,-0.716334801000000021,27.362502299999999167
cand_2_sv:0.00349 ,-1.5178906800000000477,6.7396242800000001338
cand_2_sv:0.0349  ,-1.5893164500000001027,11.2192141000000003
cand_2_sv:0.349   ,-2.3035741600000001483,130.0403259999999932
cand_2_sv:0.698   ,-3.0971938500000000261,460.12881299999997964
cand_3_sv:-0.349  ,-0.70975716099999996977,25.239058100000001161
cand_3_sv:0.00349 ,-1.5105143299999999051,6.0209152299999999514
cand_3_sv:0.0349  ,-1.5818689299999999509,10.091104899999999489
cand_3_sv:0.349   ,-2.2954149199999998032,119.212892999999994
cand_3_sv:0.698   ,-3.0882437999999998723,424.8482930000000124
cand_6_sv:-0.349  ,-0.70769795599999996139,27.364348899999999531
cand_6_sv:0.00349 ,-1.5082043800000000111,6.0655988900000004094
cand_6_sv:0.0349  ,-1.5795366299999999971,10.267890400000000639
cand_6_sv:0.349   ,-2.292859190000000158,123.97387299999999755
cand_6_sv:0.698   ,-3.0854398000000000657,442.51017400000000634
cand_9_sv:-0.349  ,-0.71146303700000002035,28.009814200000000994
cand_9_sv:0.00349 ,-1.512427680000000052,6.4911078900000003244
cand_9_sv:0.0349  ,-1.5838007599999999186,10.903410199999999719
cand_9_sv:0.349   ,-2.2975316299999999359,129.12161399999999389
cand_9_sv:0.698   ,-3.0905659299999999057,458.57019800000000487
cand_11_sv:-0.349  ,-0.70712719499999998618,26.633782799999998758
cand_11_sv:0.00349 ,-1.5075640599999999836,5.9411385799999996138
cand_11_sv:0.0349  ,-1.5788901099999999023,10.053191699999999287
cand_11_sv:0.349   ,-2.292150680000000218,121.35911699999999769
cand_11_sv:0.698   ,-3.084662419999999905,433.60853800000001002
cand_14_sv:-0.349  ,-0.70435633499999994456,22.979712899999999109
cand_14_sv:0.00349 ,-1.5044551399999999131,5.8078986300000003951
cand_14_sv:0.0349  ,-1.5757510699999999204,9.6625819800000005699
cand_14_sv:0.349   ,-2.2887103999999998116,112.42418299999999931
cand_14_sv:0.698   ,-3.0808874400000001437,400.66954199999997854
cand_15_sv:-0.349  ,-0.7101249069999999719,27.382352499999999651
cand_15_sv:0.00349 ,-1.5109268199999998927,6.2457906000000003033
cand_15_sv:0.0349  ,-1.5822854099999998922,10.524027900000000102
cand_15_sv:0.349   ,-2.2958712700000001306,125.65300499999999317
cand_15_sv:0.698   ,-3.0887444500000000858,447.4329450000000179
cand_16_sv:-0.349  ,-0.70869101999999994934,24.965931099999998821
cand_16_sv:0.00349 ,-1.5093184100000001102,5.9551447399999997145
cand_16_sv:0.0349  ,-1.5806614400000000842,9.9830955899999995751
cand_16_sv:0.349   ,-2.2940917899999999641,118.03964899999999716
cand_16_sv:0.698   ,-3.0867921699999998353,420.90993700000001354
cand_17_sv:-0.349  ,-0.70702549599999997554,26.259792499999999649
cand_17_sv:0.00349 ,-1.5074499599999999777,5.9057247699999999568
cand_17_sv:0.0349  ,-1.5787749099999999203,9.9831926499999994462
cand_17_sv:0.349   ,-2.2920244400000000518,120.2716259999999977
cand_17_sv:0.698   ,-3.0845239000000002072,429.76918699999998807
cand_18_sv:-0.349  ,-0.70991137800000003732,25.064968400000001481
cand_18_sv:0.00349 ,-1.5106873100000000054,6.0255379800000001822
cand_18_sv:0.0349  ,-1.5820435799999998938,10.088034999999999641
cand_18_sv:0.349   ,-2.2956063000000002106,118.88937599999999861
cand_18_sv:0.698   ,-3.0884537600000001589,423.58462900000000673
cand_base_sv:-0.349  ,-0.70737866999999998718,25.227469299999999208
cand_base_sv:0.00349 ,-1.5078461800000000359,5.8852113599999995586
cand_base_sv:0.0349  ,-1.5791749699999999557,9.8985330999999998625
cand_base_sv:0.349   ,-2.292462850000000163,117.94881499999999619
cand_base_sv:0.698   ,-3.0850049400000001398,421.11556799999999612
