real_name,x1,x2
gen=0_training=0,0.28419340974932883,1.2324007308710438
gen=0_training=1,-0.6402513994813652,0.38283839367771266
gen=0_training=2,-1.4453166787961356,-1.157973722470159
gen=0_training=3,-0.25359188829088186,-1.4748043762974734
gen=0_training=4,-1.0547841145284766,1.5490100910025304
gen=0_training=5,-1.9585220582719773,0.6483875399204329
gen=0_training=6,1.9287142682833425,-0.4588517300606596
gen=0_training=7,1.7440116146204532,2.0587069932523425
gen=0_training=8,1.2723801203441156,-2.051545689416402
gen=0_training=9,0.6325383729555849,-0.378245656618436
