real_name,par1,par2
0,0.96927550871506118479,0.79816179689076993675
1,0.8776298466289592648,0.39969742828527532463
2,0.82007346229208832877,0.47709200133560425439
3,1.006506789633161425,0.6638509947000444944
4,0.97651028100852277358,0.53907137040213060075
5,0.92775077032091302076,0.74290580864071975586
6,0.94612223235024417445,0.66626778454154478304
7,0.74868717783308824654,0.33654215054168512555
8,0.98507076209914168352,0.74253993624241632077
9,1.0134466407466304894,0.59550369460084751072
10,0.96320802893798640465,0.55630440384401491638
11,0.97904834437009924386,0.644840237871223243
12,1.0603573844774776269,0.65920242752836677447
13,0.96752243318829878049,0.64520747192154270788
14,0.97992384031172963255,0.63516658726302788196
15,0.98966854413555505054,0.71385124800649824017
16,0.96142260821085345768,0.46051597949634492934
17,0.93872904567029336054,0.572947921974475749
18,0.94751474883301756158,0.8118009292800796306
19,0.89239307612810714332,0.54728182169111894151
base,0.93783670613630087942,0.59329085554629468202
